"MaximumInscribedSphereRadius","TCoords:0","TCoords:1","Curvature","Torsion","FrenetTangent:0","FrenetTangent:1","FrenetTangent:2","FrenetNormal:0","FrenetNormal:1","FrenetNormal:2","FrenetBinormal:0","FrenetBinormal:1","FrenetBinormal:2","Points:0","Points:1","Points:2"
5.1596,0.27003,0,0.0093682,2.269,0.060715,-0.30021,0.95194,-0.1901,-0.93972,-0.28423,0.97989,-0.16371,-0.11412,19.199,14.571,-621.43
5.1562,0.27093,0,0.013574,1.0161,0.060687,-0.30237,0.95126,0.11051,-0.94512,-0.30747,0.99202,0.12379,-0.02394,19.211,14.511,-621.24
5.1527,0.27183,0,0.019303,0.52142,0.061319,-0.30543,0.95024,0.24953,-0.91711,-0.31088,0.96642,0.25618,0.019977,19.224,14.45,-621.05
5.1492,0.27273,0,0.02477,0.23804,0.062621,-0.30941,0.94886,0.33065,-0.89061,-0.31223,0.94167,0.3333,0.046536,19.236,14.389,-620.86
5.1451,0.27363,0,0.027085,0.032315,0.064403,-0.314,0.94724,0.3551,-0.87987,-0.31581,0.93261,0.3567,0.054836,19.249,14.326,-620.67
5.1398,0.27453,0,0.026496,-0.041529,0.066276,-0.31872,0.94553,0.34401,-0.88221,-0.32149,0.93663,0.34657,0.051172,19.262,14.263,-620.48
5.1346,0.27543,0,0.024168,-0.051997,0.068006,-0.32319,0.94389,0.33867,-0.88242,-0.32655,0.93844,0.34187,0.049445,19.275,14.199,-620.29
5.1294,0.27633,0,0.022865,-0.065456,0.069564,-0.32735,0.94234,0.32347,-0.88619,-0.33172,0.94368,0.32789,0.044241,19.289,14.134,-620.1
5.1242,0.27723,0,0.021063,-0.061134,0.070964,-0.33125,0.94087,0.31344,-0.88806,-0.3363,0.94695,0.31877,0.040806,19.303,14.068,-619.92
5.119,0.27813,0,0.019234,-0.098784,0.0722,-0.33483,0.93951,0.29934,-0.89127,-0.34064,0.95141,0.30582,0.035878,19.317,14.001,-619.73
5.1138,0.27903,0,0.018423,-0.10608,0.073284,-0.3382,0.93822,0.27555,-0.89726,-0.34496,0.95849,0.2838,0.027435,19.332,13.934,-619.54
5.1086,0.27993,0,0.016077,-0.1125,0.074205,-0.34131,0.93702,0.25684,-0.90137,-0.34866,0.9636,0.26654,0.020775,19.347,13.866,-619.35
5.1034,0.28083,0,0.014804,-0.14795,0.074963,-0.3441,0.93594,0.23242,-0.9067,-0.35197,0.96972,0.24391,0.012007,19.362,13.797,-619.17
5.0982,0.28173,0,0.012987,-0.20749,0.075563,-0.34663,0.93495,0.19659,-0.91405,-0.35477,0.97757,0.21061,-0.00092524,19.377,13.728,-618.98
5.093,0.28263,0,0.011734,-0.10467,0.075997,-0.34891,0.93407,0.15133,-0.92189,-0.35667,0.98556,0.16846,-0.017262,19.392,13.658,-618.79
5.0886,0.28353,0,0.011769,0.44328,0.076364,-0.35108,0.93323,0.15981,-0.91955,-0.35901,0.98419,0.17655,-0.014115,19.407,13.588,-618.6
5.0965,0.28443,0,0.021271,0.31526,0.077088,-0.35408,0.93203,0.25095,-0.89783,-0.36184,0.96493,0.26179,0.019645,19.422,13.517,-618.42
5.1043,0.28533,0,0.030557,0.1649,0.078546,-0.3587,0.93014,0.30045,-0.88112,-0.36517,0.95056,0.30814,0.038563,19.438,13.446,-618.23
5.1122,0.28623,0,0.040942,0.091052,0.080787,-0.36498,0.9275,0.32106,-0.87142,-0.37088,0.94361,0.32775,0.046783,19.454,13.373,-618.04
5.1201,0.28713,0,0.050951,0.055191,0.083821,-0.37298,0.92405,0.33532,-0.86267,-0.37862,0.93837,0.34159,0.052759,19.47,13.299,-617.86
5.128,0.28803,0,0.062147,0.03972,0.087663,-0.38272,0.9197,0.34151,-0.85575,-0.38866,0.93578,0.34816,0.055687,19.488,13.224,-617.67
5.1359,0.28893,0,0.071644,0.025105,0.09229,-0.39414,0.91441,0.34814,-0.84759,-0.40048,0.93289,0.3553,0.058991,19.506,13.146,-617.49
5.1438,0.28983,0,0.083745,0.024957,0.097712,-0.40727,0.90807,0.34889,-0.84051,-0.41451,0.93206,0.35732,0.059962,19.525,13.066,-617.31
5.1516,0.29073,0,0.092787,0.020146,0.10392,-0.42202,0.90061,0.35379,-0.83061,-0.43004,0.92954,0.36331,0.062989,19.545,12.983,-617.12
5.1595,0.29163,0,0.10436,0.011792,0.11088,-0.43829,0.89197,0.35298,-0.82162,-0.4476,0.92904,0.36447,0.063605,19.566,12.897,-616.95
5.1674,0.29253,0,0.11462,0.018706,0.11861,-0.45614,0.88197,0.35339,-0.81069,-0.4668,0.92793,0.36705,0.065045,19.589,12.808,-616.77
5.1752,0.29343,0,0.12003,0.042572,0.1269,-0.47498,0.8708,0.35459,-0.79816,-0.48704,0.92637,0.37058,0.067138,19.614,12.715,-616.59
5.1816,0.29433,0,0.10712,0.083055,0.13505,-0.4929,0.85954,0.36487,-0.78179,-0.50564,0.92121,0.38191,0.074268,19.64,12.618,-616.42
5.188,0.29523,0,0.090406,0.1316,0.14239,-0.50815,0.84941,0.38072,-0.76402,-0.52089,0.91366,0.39756,0.08468,19.667,12.518,-616.25
5.1945,0.29613,0,0.072238,0.20407,0.14879,-0.5204,0.84086,0.4108,-0.74095,-0.53126,0.8995,0.42448,0.10354,19.697,12.415,-616.08
5.2009,0.29703,0,0.056664,0.31491,0.15431,-0.52979,0.83397,0.45065,-0.71343,-0.5366,0.87926,0.45863,0.12866,19.727,12.31,-615.91
5.2073,0.29793,0,0.039784,0.66853,0.15898,-0.53647,0.82881,0.53002,-0.66188,-0.53008,0.83295,0.52356,0.17912,19.758,12.203,-615.75
5.2137,0.29883,0,0.023911,1.8042,0.16277,-0.54036,0.82554,0.70086,-0.5256,-0.48222,0.69448,0.65708,0.29317,19.791,12.095,-615.58
5.2201,0.29973,0,0.012959,6.1588,0.16572,-0.54158,0.82415,0.98372,0.031909,-0.17684,0.069477,0.84004,0.53805,19.824,11.986,-615.42
5.2265,0.30063,0,0.018043,3.0989,0.16786,-0.54013,0.82467,0.47179,0.77853,0.41388,-0.86558,0.3196,0.38551,19.857,11.878,-615.25
5.2329,0.30153,0,0.031266,1.0808,0.16918,-0.53608,0.82704,0.14826,0.84343,0.51637,-0.97437,0.035261,0.22217,19.891,11.77,-615.09
5.2393,0.30243,0,0.049353,0.42295,0.16964,-0.52927,0.83132,-0.0010569,0.84345,0.53721,-0.98551,-0.092008,0.14252,19.925,11.663,-614.92
5.2457,0.30333,0,0.063853,0.25689,0.16925,-0.51972,0.83741,-0.059658,0.8427,0.53506,-0.98377,-0.14052,0.11162,19.959,11.558,-614.75
5.2521,0.30423,0,0.082713,0.13676,0.16799,-0.50735,0.84521,-0.10646,0.84304,0.52721,-0.98002,-0.17855,0.087607,19.993,11.455,-614.58
5.2586,0.30513,0,0.094662,0.043092,0.16591,-0.49234,0.85444,-0.12647,0.84867,0.51358,-0.978,-0.19327,0.078541,20.026,11.355,-614.41
5.2552,0.30603,0,0.094993,-0.01275,0.16347,-0.47616,0.86403,-0.13158,0.85747,0.49743,-0.97774,-0.195,0.077514,20.059,11.258,-614.24
5.2512,0.30693,0,0.089463,-0.043721,0.16108,-0.46025,0.87306,-0.12717,0.86756,0.48081,-0.97871,-0.18847,0.081213,20.092,11.164,-614.07
5.2471,0.30783,0,0.083225,-0.049382,0.15894,-0.44518,0.88122,-0.11997,0.87725,0.46481,-0.97997,-0.1796,0.086018,20.124,11.074,-613.89
5.243,0.30873,0,0.077748,-0.050123,0.15706,-0.43098,0.88859,-0.11325,0.88596,0.44972,-0.98107,-0.17126,0.090339,20.155,10.986,-613.72
5.239,0.30963,0,0.072206,-0.05452,0.15542,-0.41762,0.89523,-0.10508,0.89411,0.43534,-0.98224,-0.16173,0.095076,20.186,10.901,-613.54
5.2349,0.31053,0,0.067362,-0.075455,0.15401,-0.40507,0.90122,-0.096389,0.9016,0.4217,-0.98336,-0.15181,0.099807,20.217,10.819,-613.36
5.2308,0.31143,0,0.060604,-0.096416,0.15288,-0.39346,0.90654,-0.078226,0.90963,0.40799,-0.98514,-0.13329,0.10829,20.248,10.739,-613.18
5.2267,0.31233,0,0.055293,-0.093166,0.15206,-0.38285,0.91121,-0.062787,0.91633,0.39548,-0.98638,-0.11735,0.11529,20.279,10.661,-612.99
5.2227,0.31323,0,0.05048,-0.11181,0.15148,-0.3731,0.91534,-0.044689,0.9225,0.38341,-0.98745,-0.098985,0.12307,20.309,10.585,-612.81
5.2186,0.31413,0,0.045229,-0.16114,0.15116,-0.36422,0.91897,-0.020796,0.92827,0.37132,-0.98829,-0.07524,0.13274,20.339,10.511,-612.63
5.2145,0.31503,0,0.039453,-0.13591,0.15114,-0.35631,0.92206,0.018765,0.93365,0.35771,-0.98833,-0.036761,0.1478,20.37,10.439,-612.44
5.2084,0.31593,0,0.034216,0.18757,0.1513,-0.3494,0.92468,0.02584,0.93653,0.34965,-0.98815,-0.029008,0.15073,20.4,10.368,-612.26
5.1928,0.31683,0,0.029813,0.54341,0.15118,-0.3434,0.92694,-0.07145,0.93147,0.35673,-0.98592,-0.12016,0.11628,20.431,10.299,-612.07
5.1772,0.31773,0,0.024284,0.84007,0.15048,-0.3384,0.92889,-0.2003,0.90967,0.36384,-0.96811,-0.24081,0.069102,20.461,10.23,-611.88
5.1616,0.31863,0,0.021,1.1807,0.14916,-0.33441,0.93055,-0.39461,0.84276,0.36611,-0.90666,-0.42181,-0.0062569,20.491,10.163,-611.7
5.146,0.31953,0,0.01846,1.553,0.14717,-0.33134,0.93196,-0.625,0.69913,0.34726,-0.76663,-0.63358,-0.10419,20.521,10.096,-611.51
5.1304,0.32043,0,0.017137,1.7864,0.14456,-0.32929,0.9331,-0.84894,0.44318,0.28792,-0.50833,-0.83377,-0.21548,20.55,10.03,-611.32
5.1148,0.32133,0,0.01831,1.5221,0.14133,-0.32826,0.93396,-0.96895,0.14748,0.19846,-0.20288,-0.93301,-0.29722,20.578,9.9645,-611.14
5.0992,0.32223,0,0.02128,1.0755,0.13745,-0.3282,0.93456,-0.98886,-0.099831,0.11038,0.057072,-0.93932,-0.33826,20.606,9.8989,-610.95
5.0835,0.32313,0,0.025353,0.8773,0.1329,-0.32907,0.93491,-0.96482,-0.25886,0.04604,0.22686,-0.90813,-0.35189,20.633,9.8333,-610.76
5.0679,0.32403,0,0.030099,0.65337,0.12772,-0.33096,0.93496,-0.91161,-0.41053,-0.020791,0.39072,-0.84966,-0.35413,20.659,9.7674,-610.58
5.0523,0.32493,0,0.03567,0.42019,0.12189,-0.33393,0.93469,-0.87026,-0.48878,-0.061137,0.47727,-0.80597,-0.35018,20.684,9.7011,-610.39
5.0411,0.32583,0,0.045921,0.3,0.11496,-0.33813,0.93405,-0.83749,-0.53867,-0.091923,0.53422,-0.77169,-0.34511,20.708,9.6342,-610.2
5.0324,0.32673,0,0.059851,0.20668,0.10631,-0.34402,0.93293,-0.80974,-0.57447,-0.11957,0.57707,-0.74272,-0.33964,20.73,9.5664,-610.02
5.0238,0.32763,0,0.073832,0.11727,0.095672,-0.35182,0.93117,-0.79077,-0.59503,-0.14357,0.60459,-0.72261,-0.33514,20.75,9.4973,-609.83
5.0152,0.32853,0,0.087596,0.099743,0.083037,-0.36143,0.92869,-0.78252,-0.60069,-0.16381,0.61707,-0.71312,-0.33271,20.768,9.4264,-609.65
5.0066,0.32943,0,0.10152,0.070236,0.068425,-0.37285,0.92537,-0.76971,-0.60983,-0.1888,0.63471,-0.69935,-0.32871,20.783,9.3533,-609.46
4.998,0.33033,0,0.11469,0.034393,0.051862,-0.38597,0.92105,-0.76628,-0.60682,-0.21115,0.64041,-0.69483,-0.32724,20.796,9.2778,-609.28
4.9894,0.33123,0,0.12717,0.038458,0.033368,-0.40059,0.91565,-0.76316,-0.60179,-0.23547,0.64535,-0.69092,-0.3258,20.804,9.1992,-609.1
4.9808,0.33213,0,0.13917,0.048217,0.013041,-0.41662,0.90899,-0.7581,-0.59689,-0.2627,0.65201,-0.68568,-0.32362,20.809,9.1174,-608.91
4.9722,0.33303,0,0.15082,0.023109,-0.0090223,-0.434,0.90087,-0.75126,-0.59163,-0.29254,0.65994,-0.67943,-0.32071,20.809,9.0317,-608.73
4.9636,0.33393,0,0.15997,0.020829,-0.032709,-0.45243,0.8912,-0.75083,-0.57742,-0.32069,0.65969,-0.67963,-0.32081,20.805,8.9419,-608.55
4.9549,0.33483,0,0.16878,0.032316,-0.05783,-0.47168,0.87987,-0.74378,-0.56753,-0.35313,0.66592,-0.67485,-0.31801,20.796,8.8476,-608.37
4.9421,0.33573,0,0.16817,0.037475,-0.083588,-0.49119,0.86703,-0.73772,-0.55442,-0.38521,0.66991,-0.67183,-0.31602,20.782,8.7483,-608.19
4.9242,0.33663,0,0.15906,0.069776,-0.10857,-0.50993,0.85334,-0.72722,-0.54452,-0.41792,0.67777,-0.66594,-0.31171,20.761,8.6438,-608.01
4.9063,0.33753,0,0.15214,0.066075,-0.13214,-0.5277,0.83909,-0.71044,-0.5399,-0.45142,0.69124,-0.65578,-0.30356,20.736,8.5345,-607.83
4.8884,0.33843,0,0.14326,0.056313,-0.15431,-0.5445,0.82444,-0.69974,-0.52888,-0.48027,0.69754,-0.651,-0.2994,20.705,8.4202,-607.65
4.8704,0.33933,0,0.13629,0.072246,-0.17511,-0.5603,0.80957,-0.68398,-0.52222,-0.50937,0.70817,-0.64293,-0.29179,20.67,8.3014,-607.48
4.8525,0.34023,0,0.12997,0.073922,-0.19464,-0.5753,0.79445,-0.66735,-0.51591,-0.5371,0.71886,-0.63472,-0.28351,20.63,8.178,-607.3
4.8346,0.34113,0,0.12425,0.071537,-0.21299,-0.58959,0.77911,-0.64978,-0.51003,-0.5636,0.72967,-0.6263,-0.27447,20.585,8.0502,-607.13
4.8167,0.34203,0,0.11833,0.081163,-0.2302,-0.60318,0.76366,-0.63277,-0.50342,-0.58836,0.73933,-0.61867,-0.26579,20.536,7.9183,-606.96
4.7988,0.34293,0,0.11445,0.081483,-0.24634,-0.6162,0.74807,-0.61097,-0.50044,-0.61341,0.75235,-0.60816,-0.25321,20.483,7.7822,-606.79
4.7808,0.34383,0,0.10967,0.079791,-0.26149,-0.62872,0.73235,-0.59285,-0.49413,-0.6359,0.76168,-0.60045,-0.24352,20.426,7.6423,-606.62
4.7629,0.34473,0,0.106,0.082768,-0.27569,-0.64074,0.71656,-0.57055,-0.49086,-0.65843,0.77361,-0.59035,-0.23025,20.365,7.4986,-606.46
4.745,0.34563,0,0.10212,0.089466,-0.28897,-0.6523,0.70071,-0.55063,-0.4855,-0.67904,0.78314,-0.58205,-0.21888,20.3,7.3513,-606.3
4.7271,0.34653,0,0.10022,0.092146,-0.30144,-0.66353,0.68473,-0.52508,-0.48391,-0.70009,0.79588,-0.57057,-0.20254,20.233,7.2005,-606.14
4.7092,0.34743,0,0.097157,0.089513,-0.31312,-0.67447,0.66861,-0.50307,-0.47934,-0.71914,0.80553,-0.56153,-0.18922,20.162,7.0465,-605.98
4.6912,0.34833,0,0.095296,0.095338,-0.32403,-0.68511,0.65241,-0.47782,-0.47667,-0.73788,0.81651,-0.55083,-0.1729,20.088,6.8892,-605.83
4.6733,0.34923,0,0.093879,0.095571,-0.33424,-0.69553,0.63602,-0.45278,-0.47335,-0.75559,0.8266,-0.54053,-0.15671,20.012,6.729,-605.68
4.6554,0.35014,0,0.092833,0.094865,-0.34379,-0.70578,0.61942,-0.42656,-0.47027,-0.77259,0.83657,-0.52983,-0.13938,19.933,6.5659,-605.54
4.6375,0.35104,0,0.091257,0.095154,-0.35267,-0.71583,0.60267,-0.40088,-0.46638,-0.78853,0.84553,-0.51969,-0.12248,19.852,6.4001,-605.39
4.6196,0.35194,0,0.090959,0.097763,-0.36091,-0.72571,0.58574,-0.37419,-0.46261,-0.80372,0.85424,-0.50925,-0.10459,19.768,6.2318,-605.25
4.6016,0.35284,0,0.091009,0.099642,-0.36857,-0.7355,0.5685,-0.34659,-0.45874,-0.81819,0.86257,-0.4986,-0.085834,19.683,6.0611,-605.12
4.5837,0.35374,0,0.091426,0.095974,-0.37566,-0.74523,0.55093,-0.31842,-0.45449,-0.8319,0.87034,-0.48793,-0.066563,19.596,5.8881,-604.99
4.5658,0.35464,0,0.091296,0.095808,-0.38216,-0.75486,0.53305,-0.29146,-0.44894,-0.84469,0.87693,-0.47817,-0.048442,19.507,5.713,-604.86
4.5479,0.35554,0,0.092441,0.097847,-0.38809,-0.76441,0.51485,-0.26317,-0.44345,-0.85679,0.88325,-0.46801,-0.029071,19.418,5.5359,-604.74
4.53,0.35644,0,0.09497,0.094443,-0.39351,-0.77399,0.49606,-0.23476,-0.4371,-0.86823,0.88884,-0.45812,-0.0096994,19.327,5.3571,-604.62
4.512,0.35734,0,0.09493,0.094317,-0.39837,-0.78353,0.47685,-0.20645,-0.42995,-0.87893,0.89369,-0.44858,0.0095201,19.235,5.1766,-604.51
4.4941,0.35824,0,0.098275,0.090885,-0.40266,-0.79302,0.45715,-0.1788,-0.42166,-0.88895,0.89772,-0.43968,0.027988,19.143,4.9947,-604.4
4.4762,0.35914,0,0.1,0.091501,-0.4064,-0.80252,0.4368,-0.15042,-0.41277,-0.89833,0.90123,-0.43079,0.047036,19.05,4.8113,-604.3
4.4583,0.36004,0,0.10319,0.086967,-0.40957,-0.81199,0.41584,-0.12258,-0.40271,-0.90708,0.90401,-0.42249,0.065406,18.956,4.6268,-604.2
4.4404,0.36094,0,0.10685,0.081544,-0.41217,-0.82146,0.39411,-0.095368,-0.39129,-0.91531,0.9061,-0.41485,0.082936,18.863,4.4413,-604.11
4.4224,0.36184,0,0.11214,0.08717,-0.4142,-0.83096,0.37141,-0.069307,-0.37808,-0.92317,0.90754,-0.40812,0.09901,18.77,4.2549,-604.02
4.4045,0.36274,0,0.1134,0.08251,-0.41556,-0.84035,0.34802,-0.038589,-0.36599,-0.92982,0.90875,-0.39982,0.11966,18.677,4.0677,-603.94
4.3866,0.36364,0,0.12088,0.072193,-0.41625,-0.84966,0.32374,-0.015167,-0.34952,-0.93681,0.90912,-0.39486,0.1326,18.584,3.8799,-603.87
4.3687,0.36454,0,0.12548,0.081479,-0.41629,-0.85892,0.29825,0.012716,-0.33349,-0.94267,0.90914,-0.38863,0.14975,18.492,3.6917,-603.8
4.3508,0.36544,0,0.13059,0.06664,-0.41554,-0.868,0.27185,0.040194,-0.3161,-0.94787,0.90868,-0.38296,0.16624,18.402,3.5032,-603.74
4.3328,0.36634,0,0.14006,0.071121,-0.41404,-0.87693,0.24405,0.06265,-0.29493,-0.95346,0.9081,-0.37948,0.17705,18.312,3.3146,-603.68
4.3149,0.36724,0,0.14386,0.06873,-0.41167,-0.8856,0.21504,0.092857,-0.2755,-0.95681,0.90659,-0.37392,0.19565,18.224,3.126,-603.63
4.297,0.36814,0,0.15473,0.057425,-0.4084,-0.89391,0.18474,0.1145,-0.25096,-0.9612,0.9056,-0.3714,0.20484,18.137,2.9376,-603.59
4.2791,0.36904,0,0.16237,0.063771,-0.40415,-0.90184,0.15279,0.14116,-0.22653,-0.96372,0.90373,-0.36792,0.21886,18.052,2.7495,-603.55
4.2612,0.36994,0,0.172,0.06125,-0.39883,-0.90922,0.11938,0.16589,-0.19957,-0.96574,0.9019,-0.36536,0.23043,17.968,2.5618,-603.53
4.2432,0.37084,0,0.18087,0.057505,-0.39236,-0.91593,0.084468,0.19212,-0.17141,-0.96629,0.89953,-0.3629,0.24322,17.887,2.3748,-603.51
4.2253,0.37174,0,0.19171,0.046308,-0.38465,-0.92181,0.047999,0.21598,-0.14044,-0.96625,0.89744,-0.3613,0.25311,17.808,2.1886,-603.49
4.2074,0.37264,0,0.20464,0.053788,-0.37562,-0.92672,0.0096419,0.23865,-0.10677,-0.96522,0.89552,-0.36025,0.26127,17.732,2.0032,-603.49
4.1895,0.37354,0,0.21349,0.049988,-0.36516,-0.93045,-0.030306,0.26562,-0.072931,-0.96132,0.89225,-0.35908,0.27378,17.659,1.819,-603.49
4.1716,0.37444,0,0.22715,0.043571,-0.35319,-0.93279,-0.071815,0.28727,-0.03508,-0.95721,0.89035,-0.35871,0.28036,17.588,1.636,-603.5
4.1536,0.37534,0,0.23786,0.041438,-0.33963,-0.9335,-0.11497,0.31195,0.003519,-0.95009,0.88732,-0.35855,0.29001,17.521,1.4543,-603.52
4.1357,0.37624,0,0.25154,0.044705,-0.3244,-0.93235,-0.15966,0.333,0.045419,-0.94183,0.88537,-0.35869,0.29574,17.456,1.2742,-603.54
4.1178,0.37714,0,0.26012,0.041789,-0.30744,-0.9291,-0.20555,0.3583,0.087087,-0.92954,0.88153,-0.35943,0.30612,17.396,1.0957,-603.58
4.0999,0.37804,0,0.27264,0.029962,-0.28874,-0.92353,-0.25243,0.37785,0.13234,-0.91636,0.87969,-0.35997,0.31074,17.339,0.91913,-603.62
4.082,0.37894,0,0.28244,0.038172,-0.26828,-0.91533,-0.30031,0.39815,0.17851,-0.89978,0.87721,-0.36096,0.31655,17.286,0.7445,-603.67
4.064,0.37984,0,0.28929,0.031736,-0.24612,-0.9044,-0.34855,0.4192,0.2249,-0.8796,0.8739,-0.3626,0.32377,17.237,0.572,-603.73
4.0461,0.38074,0,0.29724,0.038064,-0.22233,-0.89054,-0.39688,0.43573,0.27339,-0.85755,0.87218,-0.36359,0.32725,17.193,0.40178,-603.81
4.0226,0.38164,0,0.29343,0.057171,-0.19726,-0.87389,-0.4443,0.45683,0.31906,-0.83037,0.86741,-0.36677,0.33628,17.153,0.23399,-603.89
3.9758,0.38254,0,0.27891,0.063973,-0.17172,-0.85526,-0.48892,0.47689,0.3621,-0.80091,0.86202,-0.3707,0.34569,17.117,0.068758,-603.97
3.929,0.38344,0,0.26226,0.075977,-0.14639,-0.83538,-0.52982,0.49651,0.40119,-0.76976,0.8556,-0.37574,0.35604,17.087,-0.093889,-604.07
3.8822,0.38434,0,0.24457,0.083739,-0.12149,-0.81482,-0.56684,0.51709,0.43551,-0.73685,0.84726,-0.38263,0.36843,17.061,-0.25392,-604.18
3.8354,0.38524,0,0.22877,0.090886,-0.097124,-0.79393,-0.6002,0.53568,0.46655,-0.70383,0.83882,-0.38987,0.37998,17.04,-0.41132,-604.29
3.7886,0.38614,0,0.21271,0.099262,-0.073344,-0.77302,-0.63013,0.55606,0.4928,-0.66928,0.8279,-0.39948,0.3937,17.023,-0.56605,-604.42
3.7417,0.38704,0,0.19877,0.10761,-0.050178,-0.75233,-0.65687,0.57435,0.51633,-0.63524,0.81707,-0.40915,0.40619,17.01,-0.71809,-604.54
3.6949,0.38794,0,0.18502,0.10887,-0.027614,-0.73204,-0.6807,0.59554,0.53487,-0.59937,0.80285,-0.42194,0.42119,17.003,-0.86741,-604.68
3.6481,0.38884,0,0.17411,0.13332,-0.0056324,-0.71222,-0.70194,0.61132,0.55305,-0.56606,0.79136,-0.4323,0.43228,16.999,-1.014,-604.82
3.6013,0.38974,0,0.16125,0.14217,0.015809,-0.69311,-0.72066,0.63991,0.56083,-0.52535,0.76829,-0.45285,0.45239,17,-1.1578,-604.96
3.5545,0.39064,0,0.15341,0.13715,0.036786,-0.6747,-0.73717,0.65398,0.57403,-0.49275,0.75562,-0.46397,0.46236,17.006,-1.2988,-605.11
3.5077,0.39154,0,0.14375,0.17453,0.05735,-0.65697,-0.75173,0.68122,0.5762,-0.45159,0.72983,-0.4862,0.48059,17.016,-1.437,-605.27
3.4609,0.39244,0,0.13667,0.16295,0.077587,-0.64007,-0.76439,0.70303,0.57875,-0.41327,0.70691,-0.50532,0.4949,17.03,-1.5723,-605.43
3.4141,0.39334,0,0.13048,0.20016,0.097562,-0.62388,-0.77541,0.72487,0.57841,-0.37417,0.68194,-0.52557,0.50866,17.048,-1.7048,-605.59
3.3673,0.39424,0,0.12449,0.18973,0.11738,-0.60851,-0.78482,0.75502,0.56805,-0.32752,0.64511,-0.55411,0.52611,17.071,-1.8344,-605.75
3.3205,0.39514,0,0.12116,0.21255,0.1371,-0.59382,-0.79283,0.76982,0.56756,-0.29198,0.62336,-0.57031,0.53495,17.097,-1.961,-605.92
3.2736,0.39604,0,0.11696,0.2447,0.15682,-0.57985,-0.79949,0.80358,0.54553,-0.23804,0.57417,-0.60512,0.55151,17.128,-2.0847,-606.09
3.2268,0.39694,0,0.11513,0.22212,0.17666,-0.56665,-0.8048,0.82132,0.53548,-0.19673,0.54243,-0.62624,0.55999,17.164,-2.2054,-606.26
3.18,0.39784,0,0.11369,0.26643,0.19667,-0.55404,-0.80893,0.84517,0.51401,-0.14657,0.497,-0.65485,0.56935,17.203,-2.3231,-606.43
3.1332,0.39874,0,0.11347,0.22225,0.21701,-0.54212,-0.81179,0.86708,0.48906,-0.094812,0.44842,-0.68332,0.57619,17.246,-2.4378,-606.6
3.0864,0.39964,0,0.1156,0.12907,0.23778,-0.53061,-0.81358,0.87696,0.4774,-0.055049,0.41761,-0.70039,0.57884,17.293,-2.5494,-606.77
3.0386,0.40054,0,0.12423,-0.0047872,0.25953,-0.51878,-0.81456,0.878,0.47802,-0.024697,0.40219,-0.70878,0.57955,17.345,-2.6579,-606.93
2.9908,0.40144,0,0.13524,-0.016046,0.28272,-0.50571,-0.81507,0.86389,0.50352,-0.012757,0.41685,-0.70052,0.57923,17.4,-2.7631,-607.1
2.9429,0.40234,0,0.14635,-0.0042501,0.30743,-0.49114,-0.81503,0.85882,0.51204,0.015394,0.40977,-0.7047,0.57922,17.46,-2.8648,-607.27
2.8951,0.40324,0,0.15787,-0.027134,0.33368,-0.47504,-0.81425,0.84537,0.533,0.035477,0.41714,-0.70018,0.57944,17.525,-2.9627,-607.43
2.8473,0.40414,0,0.16937,-0.013542,0.36131,-0.4572,-0.81266,0.83278,0.55027,0.060681,0.41944,-0.6987,0.57957,17.595,-3.0566,-607.6
2.7994,0.40504,0,0.18071,-0.02431,0.39025,-0.4376,-0.81007,0.81847,0.56783,0.087552,0.42167,-0.69718,0.57977,17.67,-3.1462,-607.76
2.7516,0.40594,0,0.19164,-0.0093299,0.4203,-0.41614,-0.80633,0.80055,0.58839,0.11363,0.42715,-0.69327,0.58044,17.751,-3.2314,-607.92
2.7037,0.40684,0,0.20231,-0.0096749,0.45134,-0.39282,-0.80124,0.78456,0.60247,0.14657,0.42515,-0.69478,0.58012,17.838,-3.3119,-608.08
2.6559,0.40774,0,0.2118,-0.0057868,0.48314,-0.36765,-0.79461,0.76281,0.62223,0.17591,0.42976,-0.69113,0.58107,17.93,-3.3874,-608.24
2.608,0.40864,0,0.22019,0.099731,0.51542,-0.3407,-0.7863,0.74281,0.63516,0.2117,0.4273,-0.69318,0.58044,18.029,-3.4577,-608.39
2.5762,0.40954,0,0.20495,0.40624,0.54666,-0.31413,-0.7762,0.73654,0.62135,0.26727,0.39833,-0.71781,0.57104,18.135,-3.5226,-608.55
2.5712,0.41044,0,0.16256,0.94011,0.57409,-0.29305,-0.76455,0.76781,0.51703,0.37836,0.28441,-0.80424,0.52183,18.247,-3.5827,-608.7
2.5662,0.41134,0,0.1241,1.6024,0.59643,-0.28075,-0.75197,0.79741,0.31434,0.5151,0.091761,-0.90684,0.41135,18.364,-3.6396,-608.86
2.5613,0.41224,0,0.10123,2.395,0.61398,-0.27751,-0.73893,0.75524,-0.065539,0.65216,-0.22941,-0.95849,0.16935,18.486,-3.6952,-609
2.5563,0.41314,0,0.098795,2.4532,0.62698,-0.28332,-0.72569,0.53655,-0.51832,0.66592,-0.56481,-0.80689,-0.17296,18.611,-3.751,-609.15
2.5513,0.41404,0,0.12342,1.5958,0.63554,-0.29821,-0.71215,0.26004,-0.78582,0.56113,-0.72696,-0.54181,-0.42188,18.738,-3.809,-609.3
