"MaximumInscribedSphereRadius","TCoords:0","TCoords:1","Curvature","Torsion","FrenetTangent:0","FrenetTangent:1","FrenetTangent:2","FrenetNormal:0","FrenetNormal:1","FrenetNormal:2","FrenetBinormal:0","FrenetBinormal:1","FrenetBinormal:2","Points:0","Points:1","Points:2"
1.3246,0.30464,0,0.31635,0.38257,0.069598,0.35541,-0.93212,-0.99069,-0.084989,-0.10638,-0.11703,0.93084,0.34618,-3.4042,-71.3,-574.78
1.3427,0.31126,0,0.3008,2.0219,0.021195,0.37593,-0.92641,-0.56323,0.77007,0.2996,0.82603,0.51543,0.22805,-3.3965,-71.229,-574.96
1.3572,0.31788,0,0.22602,-4.8994,-0.011422,0.41393,-0.91024,-0.68973,0.65582,0.30689,0.72398,0.63132,0.27801,-3.3957,-71.149,-575.15
1.369,0.3245,0,0.39907,-2.1274,-0.05261,0.40054,-0.91477,-0.64148,-0.7156,-0.27644,-0.76534,0.57226,0.29459,-3.4011,-71.063,-575.33
1.3775,0.33113,0,0.53567,-0.49026,-0.10268,0.32631,-0.93967,-0.45447,-0.85569,-0.24749,-0.88482,0.40164,0.23616,-3.4167,-70.989,-575.51
1.3804,0.33775,0,0.20094,-1.242,-0.13407,0.26187,-0.95575,-0.36029,-0.91133,-0.19916,-0.92316,0.31765,0.21653,-3.4421,-70.932,-575.7
1.3833,0.34437,0,0.14765,-0.61503,-0.13166,0.25467,-0.95802,0.65009,0.75178,0.11051,0.74837,-0.60825,-0.26454,-3.4705,-70.883,-575.9
1.3822,0.35099,0,0.24244,1.3882,-0.1039,0.28183,-0.95382,0.74586,0.6565,0.11273,0.65795,-0.6997,-0.27842,-3.495,-70.83,-576.09
1.3786,0.35762,0,0.2042,3.1129,-0.065462,0.30047,-0.95154,0.99105,0.13078,-0.026883,0.11637,-0.94478,-0.30634,-3.5122,-70.77,-576.28
1.375,0.36424,0,0.23451,0.9253,-0.023606,0.29445,-0.95538,0.91843,-0.37107,-0.13706,-0.39487,-0.88068,-0.26167,-3.5213,-70.71,-576.47
1.3633,0.37086,0,0.20015,-1.0256,0.016945,0.27937,-0.96003,0.94572,-0.31615,-0.075307,-0.32455,-0.90664,-0.26956,-3.5217,-70.652,-576.66
1.3503,0.37748,0,0.15008,-2.6189,0.050837,0.27445,-0.96026,0.99217,0.095942,0.079948,0.11407,-0.9568,-0.26743,-3.5145,-70.598,-576.85
1.3373,0.38411,0,0.13853,-1.5823,0.076725,0.28379,-0.95581,0.78911,0.56868,0.23219,0.60945,-0.77205,-0.18031,-3.5013,-70.542,-577.05
1.3181,0.39073,0,0.098518,-0.17644,0.094774,0.298,-0.94985,0.71797,0.64048,0.27258,0.68959,-0.7078,-0.15325,-3.4837,-70.484,-577.24
1.2981,0.39735,0,0.038398,2.5191,0.1051,0.30616,-0.94616,0.84063,0.48097,0.24901,0.53131,-0.82154,-0.20682,-3.4633,-70.423,-577.43
1.2781,0.40397,0,0.026277,4.0385,0.10781,0.30557,-0.94605,-0.19842,-0.92583,-0.32166,-0.97417,0.22239,-0.039178,-3.4416,-70.361,-577.62
1.2564,0.4106,0,0.053426,0.43854,0.10481,0.29869,-0.94858,-0.4619,-0.83008,-0.31242,-0.88072,0.4709,0.050965,-3.4201,-70.3,-577.81
1.2331,0.41722,0,0.053245,0.20294,0.099686,0.28991,-0.95185,-0.49733,-0.81404,-0.30002,-0.86182,0.50329,0.06303,-3.3996,-70.241,-578
1.2097,0.42384,0,0.050963,0.76185,0.094296,0.2815,-0.95492,-0.53552,-0.79425,-0.28702,-0.83924,0.53845,0.075858,-3.3801,-70.184,-578.19
1.1865,0.43046,0,0.02409,11.068,0.089364,0.27655,-0.95683,-0.90927,-0.36944,-0.1917,-0.40651,0.88715,0.21845,-3.3618,-70.128,-578.38
1.1639,0.43709,0,0.084628,1.4079,0.086734,0.2838,-0.95495,-0.051508,0.95856,0.28019,0.9949,0.024886,0.097757,-3.3443,-70.073,-578.57
1.1412,0.44371,0,0.18239,0.66603,0.087857,0.30924,-0.94692,0.084751,0.94483,0.31642,0.99252,-0.10805,0.056801,-3.327,-70.015,-578.76
1.1222,0.45033,0,0.20461,1.1943,0.094724,0.34492,-0.93384,0.25911,0.89718,0.35766,0.96119,-0.27585,-0.0043882,-3.3091,-69.949,-578.95
1.1059,0.45695,0,0.17992,1.6533,0.11059,0.37634,-0.91986,0.58525,0.72339,0.36632,0.80328,-0.57885,-0.14026,-3.289,-69.876,-579.14
1.0911,0.46358,0,0.16597,0.59635,0.13408,0.3981,-0.90749,0.77831,0.52454,0.3451,0.6134,-0.75258,-0.23952,-3.2647,-69.798,-579.32
1.083,0.4702,0,0.11883,-0.65495,0.15563,0.41361,-0.89706,0.72286,0.57124,0.38879,0.67324,-0.70896,-0.21008,-3.2353,-69.717,-579.5
1.0748,0.47682,0,0.078621,-1.0112,0.16854,0.42599,-0.88889,0.54649,0.71012,0.44393,0.82033,-0.56059,-0.11311,-3.2023,-69.633,-579.68
1.075,0.48344,0,0.073423,0.18721,0.17645,0.43701,-0.88198,0.49034,0.73792,0.46373,0.85348,-0.51429,-0.084074,-3.1677,-69.546,-579.86
1.0762,0.49007,0,0.032106,8.5664,0.18244,0.44412,-0.8772,0.74137,0.52388,0.41943,0.64582,-0.72685,-0.23368,-3.1316,-69.457,-580.03
1.0874,0.49669,0,0.14424,1.5667,0.1818,0.43342,-0.88267,-0.21075,-0.85959,-0.46549,-0.96049,0.27065,-0.06493,-3.0946,-69.368,-580.21
1.1012,0.50331,0,0.090199,9.5964,0.17304,0.42765,-0.88723,-0.63157,0.73941,0.23323,0.75577,0.51999,0.39803,-3.0587,-69.284,-580.39
1.1178,0.50993,0,0.47211,-1.1814,0.15881,0.47616,-0.8649,-0.18383,0.87496,0.44794,0.97004,0.087854,0.22649,-3.0252,-69.197,-580.56
1.1302,0.51656,0,0.27316,-5.0455,0.12495,0.50977,-0.85119,-0.91675,-0.26875,-0.29552,-0.37941,0.81726,0.43375,-2.9951,-69.093,-580.73
1.14,0.52318,0,0.32185,0.97227,0.074753,0.4858,-0.87087,-0.77852,-0.5173,-0.35539,-0.62315,0.70455,0.33953,-2.9751,-68.992,-580.91
1.1481,0.5298,0,0.2042,4.0868,0.039219,0.48457,-0.87387,-0.51014,0.7617,0.39947,0.8592,0.43013,0.27707,-2.9652,-68.898,-581.08
1.1558,0.53642,0,0.091985,-0.20163,0.025522,0.50756,-0.86124,-0.35207,0.81089,0.46745,0.93563,0.29128,0.19939,-2.9594,-68.798,-581.26
1.1636,0.54305,0,0.11364,-0.83287,0.021922,0.50523,-0.86271,-0.031248,-0.86215,-0.50569,-0.99927,0.038043,-0.0031125,-2.9549,-68.695,-581.43
1.1716,0.54967,0,0.20319,-0.018961,0.021207,0.47759,-0.87833,-0.01775,-0.8782,-0.47796,-0.99962,0.025726,-0.010147,-2.9506,-68.595,-581.6
1.1764,0.55629,0,0.032283,-1.3109,0.020893,0.46249,-0.88638,0.015989,0.88631,0.46283,0.99965,-0.023843,0.011123,-2.9464,-68.503,-581.78
1.1797,0.56291,0,0.039002,-8.387,0.019258,0.46849,-0.88326,-0.43172,0.80072,0.41529,0.9018,0.37332,0.21767,-2.9422,-68.41,-581.96
1.1816,0.56954,0,0.16885,0.60812,0.012293,0.45741,-0.88917,-0.31203,-0.84308,-0.43802,-0.94999,0.28283,0.13236,-2.9387,-68.316,-582.13
1.182,0.57616,0,0.083623,7.4057,-0.00098969,0.44087,-0.89757,-0.955,-0.26665,-0.12992,-0.29661,0.85705,0.42129,-2.9373,-68.227,-582.31
1.1825,0.58278,0,0.11576,2.572,-0.015508,0.44719,-0.8943,-0.56143,0.73621,0.37787,0.82738,0.50795,0.23965,-2.9391,-68.139,-582.49
1.1829,0.5894,0,0.042328,7.7355,-0.017879,0.45656,-0.88952,0.97607,0.20081,0.083449,0.21672,-0.86674,-0.44922,-2.9435,-68.047,-582.67
1.1836,0.59603,0,0.10768,-2.3843,-0.0029443,0.45741,-0.88925,0.99999,-0.0016024,-0.0041352,-0.0033164,-0.88925,-0.4574,-2.9463,-67.956,-582.85
1.1845,0.60265,0,0.15958,-1.6556,0.019242,0.46724,-0.88392,0.71272,0.61361,0.33987,0.70119,-0.63653,-0.3212,-2.9447,-67.864,-583.03
1.1844,0.60927,0,0.16527,-0.48799,0.040114,0.48872,-0.87152,0.57192,0.70398,0.42109,0.81933,-0.51533,-0.25127,-2.9386,-67.769,-583.2
1.1835,0.61589,0,0.10234,-1.3286,0.055166,0.50758,-0.85984,0.54452,0.70653,0.45201,0.83693,-0.49313,-0.23741,-2.9286,-67.668,-583.38
1.1814,0.62252,0,0.098671,-1.6395,0.061268,0.52322,-0.84999,0.052328,0.84874,0.52622,0.99675,-0.076719,0.024622,-2.9165,-67.565,-583.55
1.1786,0.62914,0,0.097076,4.1294,0.060907,0.53979,-0.83959,-0.090222,0.84069,0.53395,0.99406,0.043228,0.099905,-2.9041,-67.458,-583.72
1.174,0.63576,0,0.24098,1.4124,0.078921,0.53467,-0.84137,0.78196,-0.55669,-0.28041,-0.61831,-0.63579,-0.46203,-2.892,-67.349,-583.89
1.1692,0.64238,0,0.4068,0.8001,0.12502,0.49347,-0.86073,0.66443,-0.68592,-0.29674,-0.73682,-0.5348,-0.41363,-2.8724,-67.244,-584.06
1.1613,0.64901,0,0.28871,2.0408,0.12718,0.47936,-0.86836,-0.86207,0.48641,0.14226,0.49057,0.73049,0.4751,-2.8419,-67.151,-584.23
1.1543,0.65563,0,0.74493,0.25241,0.043635,0.53444,-0.84408,-0.79027,0.53536,0.29811,0.61121,0.65404,0.44571,-2.8215,-67.052,-584.4
1.1524,0.66225,0,0.10114,10.489,-0.020539,0.57944,-0.81476,-0.55152,0.67315,0.49264,0.83391,0.45948,0.30575,-2.8245,-66.937,-584.57
1.1507,0.66887,0,0.43822,0.059564,0.011397,0.56785,-0.82305,0.85553,-0.43163,-0.28595,-0.51763,-0.70089,-0.49073,-2.8297,-66.82,-584.73
1.154,0.6755,0,0.032915,-45.591,0.050499,0.55073,-0.83315,0.4596,0.72782,0.50896,0.88669,-0.40862,-0.21637,-2.8199,-66.71,-584.9
1.1577,0.68212,0,0.16765,-1.0673,0.038488,0.56173,-0.82643,-0.80554,0.50683,0.30698,0.5913,0.6539,0.472,-2.8095,-66.599,-585.06
1.1618,0.68874,0,0.17542,-1.037,0.036435,0.55898,-0.82838,0.653,-0.6408,-0.40369,-0.75648,-0.52622,-0.38836,-2.8045,-66.485,-585.23
1.1637,0.69536,0,0.13714,-2.0933,0.059252,0.54081,-0.83905,0.82488,-0.4999,-0.26396,-0.56219,-0.67648,-0.47573,-2.7949,-66.375,-585.4
1.1649,0.70199,0,0.071677,-6.4583,0.075871,0.53777,-0.83967,0.73608,0.53785,0.41098,0.67263,-0.64925,-0.35504,-2.7807,-66.268,-585.57
1.1655,0.70861,0,0.12487,0.21773,0.085997,0.55105,-0.83003,0.38612,0.74957,0.53763,0.91843,-0.36673,-0.14831,-2.7645,-66.159,-585.73
1.1649,0.71523,0,0.13289,2.628,0.099452,0.56824,-0.81683,0.64747,0.58638,0.48676,0.75557,-0.57729,-0.3096,-2.7463,-66.047,-585.9
1.1634,0.72185,0,0.15517,2.3087,0.12334,0.57685,-0.80748,0.98129,0.050335,0.18584,0.14785,-0.8153,-0.55985,-2.7246,-65.931,-586.06
1.1615,0.72848,0,0.15975,1.6197,0.15406,0.57349,-0.8046,0.9658,-0.25928,0.00011867,-0.20855,-0.7771,-0.59382,-2.6968,-65.816,-586.22
1.159,0.7351,0,0.091654,1.8285,0.17597,0.56335,-0.80726,0.70308,-0.64589,-0.29748,-0.68899,-0.51522,-0.50974,-2.6628,-65.702,-586.38
1.1582,0.74172,0,0.026068,-25.22,0.18498,0.55707,-0.8096,0.98239,-0.12699,0.13709,-0.026443,-0.8207,-0.57075,-2.6263,-65.59,-586.55
1.162,0.74834,0,0.21461,-0.50587,0.19535,0.5722,-0.79651,0.3607,0.71332,0.6009,0.91199,-0.40469,-0.067046,-2.5887,-65.478,-586.71
1.1689,0.75497,0,0.077953,-3.2842,0.20401,0.59347,-0.77857,0.12133,0.77384,0.62165,0.97142,-0.22129,0.08587,-2.548,-65.36,-586.87
1.1783,0.76159,0,0.12041,-0.25021,0.19874,0.59213,-0.78095,-0.51664,-0.61384,-0.5969,-0.83282,0.5221,0.18392,-2.5069,-65.24,-587.02
1.1895,0.76821,0,0.16731,0.77406,0.19939,0.596,-0.77784,0.40997,0.67023,0.61864,0.89004,-0.44224,-0.1107,-2.4683,-65.123,-587.18
1.2012,0.77483,0,0.068021,2.4824,0.20722,0.60172,-0.77136,0.14454,-0.79865,-0.58418,-0.96756,0.0095643,-0.25247,-2.427,-65.001,-587.33
1.2127,0.78146,0,0.17184,-1.4027,0.21291,0.58246,-0.78448,0.27173,-0.80651,-0.52507,-0.93853,-0.10137,-0.32999,-2.3852,-64.882,-587.49
1.2234,0.78808,0,0.08725,-11.945,0.22568,0.56957,-0.79035,0.92805,0.12104,0.35224,0.29629,-0.81298,-0.50127,-2.3416,-64.768,-587.65
1.2327,0.7947,0,0.25532,-1.7933,0.2202,0.5897,-0.77703,-0.53458,0.73926,0.40955,0.81593,0.3252,0.47802,-2.2947,-64.654,-587.8
1.2387,0.80132,0,0.099496,-11.468,0.19792,0.60571,-0.77068,-0.85702,-0.27468,-0.43597,-0.47577,0.74677,0.46474,-2.2534,-64.532,-587.96
1.2427,0.80795,0,0.21904,-1.3058,0.19195,0.58529,-0.78777,0.11567,-0.8106,-0.57407,-0.97457,0.019073,-0.22329,-2.2154,-64.411,-588.11
1.2441,0.81457,0,0.089518,-1.2493,0.19564,0.57445,-0.79481,0.13339,0.78736,0.60189,0.97156,-0.22378,0.077415,-2.1764,-64.297,-588.27
1.2433,0.82119,0,0.17279,1.7243,0.20003,0.59471,-0.77866,0.18289,0.75809,0.62598,0.96257,-0.26762,0.042875,-2.137,-64.18,-588.43
1.2398,0.82781,0,0.11848,5.7208,0.21362,0.60231,-0.76915,0.87973,-0.46095,-0.11663,-0.42479,-0.65172,-0.62834,-2.0963,-64.059,-588.59
1.2358,0.83444,0,0.22265,0.80954,0.23678,0.58058,-0.77901,0.56771,-0.73336,-0.37401,-0.78844,-0.3537,-0.50325,-2.0514,-63.939,-588.74
1.2299,0.84106,0,0.10771,1.5872,0.25408,0.55551,-0.79174,0.43379,-0.7971,-0.42006,-0.86445,-0.23672,-0.4435,-2.0014,-63.826,-588.9
1.2241,0.84768,0,0.041293,6.8434,0.25477,0.54782,-0.79686,-0.96193,0.22788,-0.15088,0.098937,0.80496,0.58502,-1.9495,-63.716,-589.06
1.2196,0.8543,0,0.11825,-0.0917,0.23978,0.55315,-0.79783,-0.92985,0.3671,-0.024937,0.27909,0.74784,0.60237,-1.8992,-63.606,-589.22
1.2165,0.86093,0,0.030085,-19.439,0.22583,0.55754,-0.79884,-0.96659,0.026179,-0.25498,-0.12125,0.82974,0.54483,-1.8534,-63.495,-589.38
1.224,0.86755,0,0.45882,0.07581,0.26532,0.54051,-0.79841,0.9212,-0.38653,0.044457,-0.28458,-0.74729,-0.60047,-1.8086,-63.383,-589.54
1.2315,0.87417,0,0.15633,4.2372,0.32061,0.5138,-0.79575,0.84262,-0.53845,-0.0081831,-0.43268,-0.66789,-0.60557,-1.7472,-63.278,-589.7
1.2391,0.88079,0,0.68769,0.2189,0.26863,0.52782,-0.80576,-0.94536,0.30491,-0.11543,0.18475,0.79274,0.58088,-1.6803,-63.177,-589.86
1.2721,0.88742,0,0.92993,0.037129,0.10824,0.57258,-0.81267,-0.97323,0.22777,0.030858,0.20277,0.78757,0.58191,-1.639,-63.066,-590.02
1.3239,0.89404,0,0.70831,0.00013141,-0.061249,0.60341,-0.79507,-0.97692,0.12709,0.17171,0.20465,0.78724,0.5817,-1.6355,-62.94,-590.19
1.3758,0.90066,0,0.51794,-0.0032397,-0.19404,0.61495,-0.76432,-0.9601,0.040921,0.27666,0.20141,0.78751,0.58247,-1.6658,-62.802,-590.37
1.4276,0.90728,0,0.38283,0.0063628,-0.29495,0.61597,-0.73047,-0.9332,-0.021433,0.35873,0.20531,0.78748,0.58114,-1.7257,-62.654,-590.55
1.4795,0.91391,0,0.28819,-0.0051203,-0.37177,0.61194,-0.69808,-0.906,-0.075273,0.41652,0.20234,0.78731,0.5824,-1.8107,-62.499,-590.73
1.5313,0.92053,0,0.22409,0.0018914,-0.43096,0.60566,-0.66891,-0.87895,-0.11397,0.46309,0.20424,0.78752,0.58146,-1.9166,-62.34,-590.91
1.5832,0.92715,0,0.17901,-0.0060691,-0.47736,0.59866,-0.64323,-0.85509,-0.1479,0.49694,0.20236,0.78723,0.58251,-2.039,-62.178,-591.08
1.635,0.93377,0,0.14775,0.011478,-0.51433,0.5916,-0.62087,-0.83351,-0.17449,0.52422,0.20179,0.78712,0.58285,-2.1735,-62.018,-591.25
1.6869,0.9404,0,0.12674,-0.0042234,-0.54439,0.58494,-0.60124,-0.81251,-0.18955,0.55127,0.2085,0.78861,0.57846,-2.3159,-61.86,-591.42
1.7387,0.94702,0,0.10992,-0.0095993,-0.56911,0.5787,-0.58414,-0.79816,-0.21807,0.56159,0.19761,0.78584,0.586,-2.4617,-61.708,-591.57
1.7906,0.95364,0,0.10073,0.012132,-0.58971,0.57292,-0.56921,-0.78068,-0.22391,0.58344,0.20681,0.78843,0.57931,-2.6066,-61.564,-591.71
1.8424,0.96026,0,0.094105,0.0036238,-0.60716,0.56768,-0.55597,-0.76871,-0.24255,0.59183,0.20112,0.78671,0.58364,-2.7463,-61.431,-591.85
1.8943,0.96689,0,0.093117,0.0025519,-0.62206,0.56289,-0.54424,-0.75472,-0.24605,0.60815,0.20842,0.78906,0.57788,-2.8764,-61.312,-591.96
1.9461,0.97351,0,0.095121,-0.031848,-0.63489,0.55855,-0.5338,-0.74572,-0.26233,0.61244,0.20205,0.78689,0.58308,-2.9926,-61.209,-592.06
1.998,0.98013,0,0.10562,-0.0094861,-0.64592,0.55458,-0.52463,-0.73663,-0.27234,0.61904,0.20043,0.78631,0.58442,-3.0906,-61.124,-592.14
2.0498,0.98675,0,0.13188,-0.22587,-0.65536,0.55102,-0.51661,-0.72833,-0.27983,0.62548,0.20009,0.78618,0.58471,-3.1659,-61.06,-592.2
2.1017,0.99338,0,0.2017,0,-0.66277,0.54808,-0.51024,-0.72686,-0.30705,0.61432,0.18002,0.77803,0.60188,-3.2143,-61.02,-592.24
2.1535,1,0,0,0,-0.66277,0.54808,-0.51024,-0.72686,-0.30705,0.61432,0.18002,0.77803,0.60188,-3.2314,-61.006,-592.25
0,0,0,0,0,-0.067944,0.18385,0.9806,-0.65972,-0.7456,0.094079,0.74843,-0.64053,0.17195,23.207,6.1868,-678.75
0.34321,0.00090009,0,0.011268,0,-0.067944,0.18385,0.9806,-0.65972,-0.7456,0.094079,0.74843,-0.64053,0.17195,23.205,6.1922,-678.72
0.68641,0.0018002,0,0.008455,0.7812,-0.068359,0.18328,0.98068,-0.55674,-0.8227,0.11494,0.82787,-0.53813,0.15827,23.199,6.2074,-678.64
1.0296,0.0027003,0,0.0066644,0.002591,-0.068874,0.18252,0.98079,-0.56395,-0.81809,0.11264,0.82293,-0.54535,0.15928,23.19,6.2312,-678.51
1.3728,0.0036004,0,0.0062957,0.082497,-0.069475,0.18164,0.98091,-0.55341,-0.82513,0.11359,0.83001,-0.53495,0.15785,23.178,6.2623,-678.35
1.716,0.0045005,0,0.0063188,-0.11685,-0.070166,0.18058,0.98105,-0.53873,-0.83458,0.11509,0.83955,-0.52045,0.15585,23.164,6.2993,-678.14
2.0592,0.0054005,0,0.0063942,0.0081311,-0.070994,0.1794,0.98121,-0.59413,-0.79776,0.10287,0.80123,-0.57567,0.16322,23.148,6.3411,-677.92
2.4024,0.0063006,0,0.0073563,0.083907,-0.071966,0.17799,0.9814,-0.54364,-0.83194,0.11102,0.83623,-0.52554,0.15664,23.13,6.3862,-677.67
2.7457,0.0072007,0,0.0084653,-0.066965,-0.073108,0.17626,0.98162,-0.55068,-0.82775,0.10762,0.83151,-0.53269,0.15758,23.11,6.4333,-677.41
3.0889,0.0081008,0,0.01014,0.014945,-0.074521,0.1742,0.98189,-0.57022,-0.81521,0.10135,0.8181,-0.55234,0.16008,23.09,6.4813,-677.14
3.4321,0.0090009,0,0.013045,0.0060647,-0.076278,0.17162,0.98221,-0.55195,-0.82765,0.10175,0.83038,-0.53437,0.15786,23.07,6.5288,-676.87
3.7753,0.009901,0,0.017134,-0.035337,-0.078494,0.16834,0.9826,-0.56028,-0.8227,0.096184,0.82457,-0.54299,0.15889,23.049,6.5744,-676.61
3.8852,0.010801,0,0.01963,-0.046885,-0.081131,0.1645,0.98304,-0.5675,-0.81843,0.090117,0.81937,-0.55056,0.15975,23.028,6.617,-676.36
3.8947,0.011701,0,0.02013,-0.10316,-0.083899,0.16056,0.98345,-0.57927,-0.8109,0.082974,0.81081,-0.56272,0.16104,23.008,6.6564,-676.12
3.9041,0.012601,0,0.019916,-0.10299,-0.086635,0.15686,0.98381,-0.60654,-0.79171,0.072817,0.79032,-0.59042,0.16373,22.989,6.6929,-675.89
3.9135,0.013501,0,0.019245,-0.18716,-0.089265,0.15346,0.98411,-0.61539,-0.7854,0.066655,0.78315,-0.59966,0.16455,22.97,6.7268,-675.68
3.9229,0.014401,0,0.01742,-0.29331,-0.091738,0.15051,0.98434,-0.67218,-0.73868,0.050304,0.73469,-0.65704,0.16894,22.951,6.7586,-675.47
3.9323,0.015302,0,0.014975,-0.41955,-0.093986,0.14813,0.98449,-0.70314,-0.70994,0.039697,0.70481,-0.68851,0.17088,22.932,6.7886,-675.27
3.9417,0.016202,0,0.011471,-0.97935,-0.095909,0.14642,0.98456,-0.80091,-0.59868,0.011013,0.59105,-0.78749,0.17469,22.913,6.8171,-675.08
3.9511,0.017102,0,0.0075841,-2.445,-0.09745,0.1455,0.98455,-0.93036,-0.36466,-0.038195,0.35347,-0.9197,0.1709,22.895,6.8446,-674.89
3.9606,0.018002,0,0.0052682,-6.0009,-0.098542,0.14544,0.98445,-0.8976,0.41413,-0.15103,-0.42965,-0.89852,0.089734,22.877,6.8713,-674.71
3.97,0.018902,0,0.0078017,-2.857,-0.099141,0.14631,0.98426,-0.23379,0.95802,-0.16595,-0.96722,-0.24656,-0.060774,22.859,6.8977,-674.54
3.9794,0.019802,0,0.013278,-1.1464,-0.099229,0.14816,0.98397,0.064436,0.98773,-0.14222,-0.99298,0.049291,-0.10756,22.841,6.924,-674.36
3.9888,0.020702,0,0.018188,-0.60718,-0.098768,0.15091,0.9836,0.23479,0.96406,-0.12433,-0.96701,0.21866,-0.13065,22.824,6.9507,-674.18
3.9982,0.021602,0,0.023176,-0.25065,-0.097744,0.15447,0.98315,0.30441,0.94517,-0.11824,-0.94751,0.28773,-0.13941,22.806,6.9782,-674.01
4.0076,0.022502,0,0.027135,-0.16611,-0.096273,0.1588,0.98261,0.33228,0.93569,-0.11866,-0.93825,0.31508,-0.14285,22.788,7.0067,-673.83
4.0097,0.023402,0,0.024631,-0.1457,-0.094588,0.16326,0.98204,0.36996,0.92158,-0.11758,-0.92422,0.3522,-0.14757,22.771,7.0366,-673.64
4.0083,0.024302,0,0.02007,-0.059246,-0.093002,0.16714,0.98154,0.3824,0.9162,-0.11978,-0.9193,0.3642,-0.14912,22.753,7.0679,-673.46
4.0068,0.025203,0,0.015928,-0.18796,-0.091666,0.17031,0.98112,0.39038,0.91254,-0.12193,-0.91608,0.37183,-0.15013,22.735,7.1005,-673.27
4.0054,0.026103,0,0.011715,-0.40013,-0.090523,0.17273,0.9808,0.46711,0.87716,-0.11137,-0.87955,0.44806,-0.16009,22.717,7.1341,-673.08
4.004,0.027003,0,0.0084044,-0.38565,-0.08955,0.17445,0.98059,0.51816,0.84897,-0.10372,-0.85058,0.49881,-0.16642,22.699,7.1686,-672.88
4.0025,0.027903,0,0.0053832,-1.1125,-0.088785,0.17559,0.98045,0.61066,0.78724,-0.085687,-0.7869,0.59112,-0.17712,22.681,7.2037,-672.69
4.0011,0.028803,0,0.0027726,-4.4848,-0.088191,0.17611,0.98041,0.93489,0.35434,0.020446,-0.3438,0.91838,-0.1959,22.664,7.2394,-672.49
3.9996,0.029703,0,0.0024355,-5.2492,-0.087751,0.17604,0.98046,0.71137,-0.67792,0.18539,0.69732,0.71374,-0.065744,22.646,7.2753,-672.29
3.9982,0.030603,0,0.0049228,-1.306,-0.08747,0.17539,0.98061,0.20758,-0.95956,0.19014,0.9743,0.22019,0.047524,22.628,7.3113,-672.09
3.9967,0.031503,0,0.007434,-0.56439,-0.087338,0.17415,0.98084,0.035144,-0.98345,0.17775,0.99556,0.049994,0.079772,22.61,7.3473,-671.89
3.9953,0.032403,0,0.010323,-0.29542,-0.087363,0.17236,0.98115,-0.048664,-0.98448,0.16861,0.99499,-0.033016,0.094395,22.592,7.3829,-671.68
3.9939,0.033303,0,0.01338,-0.17061,-0.087545,0.16997,0.98155,-0.095095,-0.98226,0.16161,0.99161,-0.079193,0.10216,22.574,7.4181,-671.48
3.9924,0.034203,0,0.015953,-0.078826,-0.087876,0.16702,0.98203,-0.12292,-0.98013,0.1557,0.98852,-0.10702,0.10666,22.556,7.4527,-671.28
3.9923,0.035104,0,0.015374,-0.067502,-0.088281,0.16389,0.98252,-0.13129,-0.97968,0.15162,0.98741,-0.11561,0.108,22.538,7.4864,-671.08
3.9926,0.036004,0,0.012845,-0.089749,-0.088685,0.16109,0.98295,-0.15272,-0.97737,0.14639,0.98428,-0.13713,0.11128,22.52,7.5194,-670.88
3.9928,0.036904,0,0.010472,-0.16921,-0.089058,0.15879,0.98329,-0.1646,-0.97598,0.1427,0.98233,-0.14914,0.11306,22.502,7.5517,-670.68
3.9931,0.037804,0,0.0075869,-0.35265,-0.089412,0.15702,0.98354,-0.2361,-0.96269,0.13223,0.96761,-0.22039,0.12315,22.484,7.5834,-670.48
3.9934,0.038704,0,0.0050922,-0.64219,-0.089742,0.1558,0.9837,-0.29384,-0.94787,0.12332,0.95163,-0.27799,0.13084,22.466,7.6148,-670.29
3.9936,0.039604,0,0.0025537,-2.9056,-0.090043,0.15511,0.98378,-0.59481,-0.80066,0.071799,0.79881,-0.5787,0.16436,22.448,7.6459,-670.09
3.9939,0.040504,0,0.0012902,-9.5922,-0.090311,0.15496,0.98378,-0.90272,0.4045,-0.14658,-0.42065,-0.90132,0.10336,22.43,7.6768,-669.89
3.9941,0.041404,0,0.0033406,-1.4673,-0.090531,0.15532,0.98371,-0.31208,0.93359,-0.17613,-0.94573,-0.32294,-0.036045,22.412,7.7076,-669.7
3.9944,0.042304,0,0.0066411,-0.49655,-0.090743,0.15628,0.98354,-0.1643,0.97173,-0.16956,-0.98223,-0.17699,-0.062501,22.394,7.7386,-669.5
3.9946,0.043204,0,0.0087264,-0.19242,-0.090915,0.15777,0.98328,-0.073162,0.98364,-0.16459,-0.99317,-0.086903,-0.077886,22.376,7.7698,-669.31
3.9949,0.044104,0,0.012083,-0.1387,-0.091061,0.1598,0.98294,-0.068324,0.98371,-0.16626,-0.9935,-0.082298,-0.078659,22.358,7.8013,-669.11
3.9951,0.045005,0,0.014421,-0.11837,-0.091179,0.1624,0.9825,-0.024963,0.98593,-0.16528,-0.99552,-0.039597,-0.085842,22.34,7.8333,-668.92
3.9954,0.045905,0,0.017069,-0.031289,-0.091241,0.16548,0.98198,-0.015653,0.98574,-0.16757,-0.99571,-0.03066,-0.087349,22.322,7.8658,-668.72
3.9954,0.046805,0,0.016556,-0.075416,-0.091285,0.16878,0.98142,-0.010432,0.98532,-0.17042,-0.99577,-0.025795,-0.088184,22.304,7.8991,-668.53
